Name,County,Address,Coordinates,Description,Verified_Access
WASHINGTON UNNAMED SPRING,Washington,"Washington County, Florida","30.67496023, -85.64880614",Spring is listed in NWFWMD WRSR 2008 - 01,Not Verified
WASHINGTON UNNAMED SPRING,Washington,"Washington County, Florida","30.67486384, -85.6498153",Spring is listed in NWFWMD WRSR 2008 - 01,Not Verified
WASHINGTON UNNAMED SPRING,Washington,"Washington County, Florida","30.67477551, -85.6499703",Spring is listed in NWFWMD WRSR 2008 - 01,Not Verified
WASHINGTON UNNAMED SPRING,Washington,"Washington County, Florida","30.67499995, -85.64780002",Spring is listed in B66 Appendix B. Spring was not visited by FGS Springs team and were reported by W. Shirling,Not Verified
WASHINGTON UNNAMED SPRING,Washington,"Washington County, Florida","30.67559995, -85.64774447",Spring is listed in B66 Appendix B. Spring was not visited by FGS Springs team and were reported by W. Shirling,Not Verified
WASHINGTON UNNAMED SPRING,Washington,"Washington County, Florida","30.6594444, -85.67616669",Spring is listed in FGS B66 appendix B2 with a source of W. Shilring and NWFWMD WRSR 2008-01,Not Verified
WASHINGTON UNNAMED SPRING,Washington,"Washington County, Florida","30.66014162, -85.67461669",Spring is listed in FGS B66 appendix B2 with a source of W. Shilring and NWFWMD WRSR 2008-01,Not Verified
WASHINGTON UNNAMED SPRING,Washington,"Washington County, Florida","30.66014717, -85.67766113",Spring is listed in FGS B66 appendix B2 with a source of W. Shilring and NWFWMD WRSR 2008-01,Not Verified
WASHINGTON UNNAMED SPRING,Washington,"Washington County, Florida","30.66048606, -85.67162225",Spring is listed in FGS B66 appendix B2 with a source of W. Shilring and NWFWMD WRSR 2008-01,Not Verified
WASHINGTON UNNAMED SPRING,Washington,"Washington County, Florida","30.66052495, -85.67866947",Spring is listed in FGS B66 appendix B2 with a source of W. Shilring and NWFWMD WRSR 2008-01,Not Verified
WASHINGTON UNNAMED SPRING,Washington,"Washington County, Florida","30.66089717, -85.67188614",Spring is listed in FGS B66 appendix B2 with a source of W. Shilring and NWFWMD WRSR 2008-01,Not Verified
WASHINGTON UNNAMED SPRING,Washington,"Washington County, Florida","30.66087495, -85.67349169",Spring is listed in FGS B66 appendix B2 with a source of W. Shilring and NWFWMD WRSR 2008-01,Not Verified
WASHINGTON UNNAMED SPRING,Washington,"Washington County, Florida","30.66143329, -85.67140558",Spring is listed in FGS B66 appendix B2 with a source of W. Shilring and NWFWMD WRSR 2008-01,Not Verified
WASHINGTON UNNAMED SPRING,Washington,"Washington County, Florida","30.66132495, -85.67187503",Spring is listed in FGS B66 appendix B2 with a source of W. Shilring and NWFWMD WRSR 2008-01,Not Verified
WASHINGTON UNNAMED SPRING,Washington,"Washington County, Florida","30.67361856, -85.65308419",Spring is listed in NWFWMD WRSR 2008 - 01,Not Verified
WASHINGTON UNNAMED SPRING,Washington,"Washington County, Florida","30.65970273, -85.67474169",Spring is listed in FGS B66 appendix B2 with a source of W. Shilring and NWFWMD WRSR 2008-01,Not Verified
WASHINGTON UNNAMED SPRING,Washington,"Washington County, Florida","30.65368329, -85.68791947",Spring is listed in FGS B66 appendix B2 and NWFWMD WRSR 2008-01,Not Verified
WASHINGTON UNNAMED SPRING,Washington,"Washington County, Florida","30.67089579, -85.65477752",Spring is listed in NWFWMD WRSR 2008-01 (Holmes Creek Report),Not Verified
WASHINGTON UNNAMED SPRING,Washington,"Washington County, Florida","30.66099162, -85.6777778",Spring is listed in FGS B66 appendix B2 with a source of W. Shilring and NWFWMD WRSR 2008-01,Not Verified
WASHINGTON UNNAMED SPRING,Washington,"Washington County, Florida","30.6749569, -85.64862252",Spring is listed in NWFWMD WRSR 2008 - 01,Not Verified
WASHINGTON UNNAMED SPRING,Washington,"Washington County, Florida","30.67529995, -85.64770002",Spring is listed in B66 Appendix B. Spring was not visited by FGS Springs team and were reported by W. Shirling,Not Verified
WASHINGTON UNNAMED SPRING,Washington,"Washington County, Florida","30.66160829, -85.67342225",Spring is listed in FGS B66 appendix B2 with a source of W. Shilring and NWFWMD WRSR 2008-01,Not Verified
WASHINGTON UNNAMED SPRING,Washington,"Washington County, Florida","30.66284162, -85.67201114",Spring is listed in FGS B66 appendix B2 with a source of W. Shilring and NWFWMD WRSR 2008-01,Not Verified
WASHINGTON UNNAMED SPRING,Washington,"Washington County, Florida","30.66371384, -85.67129725",Spring is listed in FGS B66 appendix B2 with a source of W. Shilring and NWFWMD WRSR 2008-01,Not Verified
WASHINGTON UNNAMED SPRING,Washington,"Washington County, Florida","30.66371384, -85.67151114",Spring is listed in FGS B66 appendix B2 with a source of W. Shilring and NWFWMD WRSR 2008-01,Not Verified
WASHINGTON UNNAMED SPRING,Washington,"Washington County, Florida","30.66395829, -85.66921669",Spring is listed in FGS B66 appendix B2 with a source of W. Shilring and NWFWMD WRSR 2008-01,Not Verified
WASHINGTON UNNAMED SPRING,Washington,"Washington County, Florida","30.66481662, -85.66727502",Spring is listed in FGS B66 appendix B2 with a source of W. Shilring and NWFWMD WRSR 2008-01,Not Verified
WASHINGTON UNNAMED SPRING,Washington,"Washington County, Florida","30.66519995, -85.66530002",Spring is listed in FGS B66 appendix B2 with a source of W. Shilring and NWFWMD WRSR 2008-01,Not Verified
WASHINGTON UNNAMED SPRING,Washington,"Washington County, Florida","30.66515829, -85.66950558",Spring is listed in FGS B66 appendix B2 with a source of W. Shilring and NWFWMD WRSR 2008-01,Not Verified
WASHINGTON UNNAMED SPRING,Washington,"Washington County, Florida","30.66551662, -85.66325558",Spring is listed in FGS B66 appendix B2 with a source of W. Shilring and NWFWMD WRSR 2008-01,Not Verified
WASHINGTON UNNAMED SPRING,Washington,"Washington County, Florida","30.66549162, -85.66946391",Spring is listed in FGS B66 appendix B2 with a source of W. Shilring and NWFWMD WRSR 2008-01,Not Verified
WASHINGTON UNNAMED SPRING,Washington,"Washington County, Florida","30.66596662, -85.66711391",Spring is listed in FGS B66 appendix B2 with a source of W. Shilring and NWFWMD WRSR 2008-01,Not Verified
WASHINGTON UNNAMED SPRING,Washington,"Washington County, Florida","30.66359995, -85.67060002",Spring is listed in FGS B66 appendix B2 with a source of W. Shilring and NWFWMD WRSR 2008-01,Not Verified
WASHINGTON UNNAMED SPRING,Washington,"Washington County, Florida","30.67753329, -85.64590002",Spring listed in WRSR 2008-01 (Holmes Creek Report),Not Verified
WASHINGTON UNNAMED SPRING,Washington,"Washington County, Florida","30.60899995, -85.77610002","Spring is listed in B66 appendix B2, with source of W. Shirling - A citizen scientist who led FGS on Holmes Creek to catalogue several springs.",Not Verified
WASHINGTON UNNAMED SPRING,Washington,"Washington County, Florida","30.61209995, -85.82320002","Spring is listed in B66 appendix B2, with source of W. Shirling - A citizen scientist who led FGS on Holmes Creek to catalogue several springs.",Not Verified
WASHINGTON UNNAMED SPRING,Washington,"Washington County, Florida","30.67463329, -85.64975002",Spring is listed in B66 Appendix B. Spring was not visited by FGS Springs team and were reported by W. Shirling,Not Verified
WATERFALL SPRINGS,Marion,"Marion County, Florida","29.10125028, -82.43582111",Natural spring in Florida,Not Verified
WATERMELON SPRING (ALACHUA) #1,Alachua,"Alachua County, Florida","29.82587383, -82.64997983",Spring located about 300 feet west of Poe Spring Run.  Watermelon #1 has long run parallel to SFR and is inside Polk Springs County Park in the woods along the left bank.  See more info Alachua Dye Trace Study 2005.,Not Verified
WATERMELON SPRING (ALACHUA) #2,Alachua,"Alachua County, Florida","29.82573333, -82.65036667",Watermelon #2 is in river with strong spring visible boil 300 feet west of Poe Spring left bank of SFR just below Poe Run/SFR confluence.  Spring vent is in bottom of river see more info Alachua Dye Trace Study 2005.,Not Verified
WEAVER SPRING,WL,"WL County, Florida","30.89167564, -86.1129293",Spring originally cataloged by NWFWMD; water quality data and additional information can be found in NWFWMD WRSR 05-02; Surficial Seep,Not Verified
WEBBVILLE SPRINGS,Jackson,"Jackson County, Florida","30.83922495, -85.33453503",Natural spring in Florida,Not Verified
WEEKI WACHEE SPRING,Hernando,"Hernando County, Florida","28.51722278, -82.57317194",Natural spring in Florida,State Park
WEKIVA SPRINGS,Levy,"Levy County, Florida","29.280415, -82.65608258",Natural spring in Florida,Not Verified
WEKIWA SPRING (ORANGE),Orange,"Orange County, Florida","28.7118825, -81.46043417",Natural spring in Florida,Not Verified
WELAKA SPRING,Putnam,"Putnam County, Florida","29.49455393, -81.67324937",Spring          Low Impact,Not Verified
WELLS LANDING SPRING,Marion,"Marion County, Florida","29.42101552, -81.91968089",Spring     Submerged by Rodman Reservior.,Not Verified
WESTSIDE SPRING,Wakulla,"Wakulla County, Florida","30.235804, -84.300692","This spring is listed in NWFWMD WRSR 06-03, no discharge measurements have been documented but water qaulity parameters were recorded in the forementioned report.",Not Verified
WHISKEY SPRING (PASCO),Pasco,"Pasco County, Florida","28.29611111, -82.7175",PASCO-Warner Boyce Salt Springs Park,Not Verified
WHITE CAVE SPRING,Jackson,"Jackson County, Florida","30.63109814, -84.92291063","Spring is listed in FGS B66 p. 517; Spring flows from the mouth of White Cave, which is an opening 6 ft tall and 15ft wide and extends approx. 15 ft into the outcrop.",Not Verified
WHITE SPRINGS (LIBERTY),Liberty,"Liberty County, Florida","30.41666662, -84.91888891","Spring is listed in FGS B31R, Rosenau 1977 p. 253; The springs are numerous seeps along the east end of the dammed-up southeast-northeast oriented stream, White Branch, of Telogia Creek.",Not Verified
WHITE SULPHUR SPRINGS (HAMILTON),Hamilton,"Hamilton County, Florida","30.32995111, -82.76084528",Spring is an estavelle.  SRWMD 070115;,Not Verified
WHITEWATER SPRINGS,Putnam,"Putnam County, Florida","29.63369999, -81.6429",Seeps     The seeps are augmented by wells          Film,Not Verified
WILDERNESS SPRING,Hernando,"Hernando County, Florida","28.55141667, -82.6245",Natural spring in Florida,Not Verified
WILLIFORD SPRING,Taylor,"Taylor County, Florida","29.81631373, -83.58388181","Submarine spring discharging below sea level in coastal saltwater DJH 013121;.Discharge estimated by D. Hornsby, SRWMD",Not Verified
WILLIFORD SPRING,Washington,"Washington County, Florida","30.43948055, -85.54770413","This spring vent emerges from beneath a submerged
limestone ledge into a 40-foot diameter pool. Maximum
depth measured in the mouth of the vent is 12 feet but the conduit extends further and downward. There is a large surface boil. A number of ancillary vents are scattered along the west bank of the 450 foot long run. The spring is next to a Water Management District recreation area. NWFWMD WRSR 04-02",Not Verified
WILSON HEAD SPRING (MARION),Marion,"Marion County, Florida","28.97978667, -82.32114944",Natural spring in Florida,Not Verified
WILSON SPRING (COLUMBIA),Columbia,"Columbia County, Florida","29.90005046, -82.75854724",Spring is an estavelle.  SRWMD 070115;,Not Verified
WINDOW SPRING,Calhoun,"Calhoun County, Florida","30.5469944, -85.16829725",Spring is listed in FGS B66 and NWFWMD WRSR0401.,Not Verified
WITHERINGTON SPRING,Orange,"Orange County, Florida","28.73159151, -81.489907",Spring     Forms the head of Mill Creek.,Not Verified
WOLF HEAD SPRING,Lake,"Lake County, Florida","28.64496317, -81.70659548",Seep     Surficial seep          None,Not Verified
WOODS CREEK RISE,Taylor,"Taylor County, Florida","30.12408389, -83.62423806","Spring is listed in FGS Bulletin 66 Appendix B2 under name ""Woods CK Rise"". Originally catalogued by SRWMD.",Not Verified
WORTHINGTON SPRING,Union,"Union County, Florida","29.92660709, -82.42591753",Spring is an estavelle.  SRWMD 070115;  Flooded by Sante Fe River during 2003 visit.,Not Verified
WRIGHTS BLUE SPRING,Holmes,"Holmes County, Florida","30.80265997, -85.81908101","Water Quality data included in CHOCTAWHATCHEE RIVER SPRINGS INVENTORY HOLMES, WALTON, AND WASHINGTON COUNTIES, FL WRSR05-02",County Park
WW GAY SPRING #1,Clay,"Clay County, Florida","30.15401851, -81.72819602",Spring,Not Verified
WW GAY SPRING #2,Clay,"Clay County, Florida","30.1539159, -81.72854494",Spring,Not Verified
WYNN COURT SPRINGS COMPLEX,Citrus,"Citrus County, Florida","28.87923889, -82.59919167",Complex has vents from small to moderately large fractures; discharge low,Not Verified
Williford Run #1,WS,"WS County, Florida","30.43957455, -85.54789013","This spring vent is located in the Econfina Creek watershed. Ground water discharges laterally from beneath a collapsing limestone bank into a short run that joins other small ancillary vent runs before entering the main Williford Spring run from the west. Maximum depth measured at the vent is approximately four inches. On several visits to this site, the spring has been observed to run dry. The discharge seems to be closely tied to rainfall.",Not Verified
Williford Run #2,WS,"WS County, Florida","30.43957755, -85.54789013",This spring vent is located in the Econfina Creek watershed. Ground water discharges laterally from beneath a collapsing limestone bank into a short run that joins other small ancillary vent runs before entering the main Williford Spring run from the west. Maximum depth measured at the vent is approximately eight inches.,Not Verified
Williford Run #3,WS,"WS County, Florida","30.43946155, -85.54817613",This spring vent is located in the Econfina Creek watershed. Ground water discharges laterally from beneath a collapsing limestone bank into a short run that joins other small ancillary vent runs before entering the main Williford Spring run from the west. Maximum depth measured at the vent is approximately six inches,Not Verified
Williford Run #4,WS,"WS County, Florida","30.43944755, -85.54836813",This spring vent is located in the Econfina Creek watershed. Ground water discharges from a small opening in the limestone bottom of its small pool. Its short run joins other small ancillary vent runs before entering the main Williford Spring run from the west. Maximum depth measured at the vent is approximately 18 inches. The vent is on Water Management District land and is used for recreation,Not Verified
Williford Run #5,WS,"WS County, Florida","30.43921655, -85.54845113","This spring vent is located in the Econfina Creek watershed.
Ground water discharges from a small opening in the
limestone bottom of the ancillary vents' run. A surface boil is
apparent. Maximum depth measured at the vent is 4.5 feet.",Not Verified
Williford Run #6,WS,"WS County, Florida","30.43921655, -85.54845113",This spring vent is located in the Econfina Creek watershed. Ground water discharges from a small opening in the limestone bottom of the ancillary vents' run. A surface boil is apparent. Maximum depth measured at the vent is two feet. The vent is on Water Management District land and is used for recreation.,Not Verified
Williford Run #7,WS,"WS County, Florida","30.43909755, -85.54856213",This spring vent is located in the Econfina Creek watershed. Ground water discharges laterally from beneath a seven foot limestone bluff into a short run that joins other small ancillary vent runs before entering the main Williford Spring run from the west. Maximum depth measured at the vent is approximately six inches. The vent is on Water Management District land and is used for recreation,Not Verified
ZOLFO SPRINGS,Hardee,"Hardee County, Florida","27.50353494, -81.80583795","Zolfo, formerly Aquavita Springs (FGS-B31)",Not Verified
